pitcherFirstName,pitcherLastName,f0_,seasonType,year
Dillon,Gee,83.386266094420577,REG,2016
Justin,Verlander,83.382502543235077,REG,2016
Philip,Hughes,83.344086021505433,REG,2016
James,Shields,83.329004329004249,REG,2016
Zachary,Duke,83.296618357487944,REG,2016
Andrew,Romine,83.294117647058812,REG,2016
Jason,Gurka,83.22981366459625,REG,2016
Todd,Smyly,83.220168067226837,REG,2016
James,Weber,83.213381555153688,REG,2016
Ryan,Webb,83.211221122112235,REG,2016
Ryan,Merritt,83.1937984496124,REG,2016
Julio,Teheran,83.150471238219183,REG,2016
Julio,Urias,83.138140161725062,REG,2016
Clay,Buchholz,83.136715391229515,REG,2016
Patrick,Neshek,83.128312412831249,REG,2016
Bartolo,Colon,83.121779859484818,REG,2016
Ruben,Tejada,83.10526315789474,REG,2016
Cory,Rasmus,83.084710743801665,REG,2016
Tyson,Ross,83.0808080808081,REG,2016
Tyler,Anderson,83.079017618793429,REG,2016
Justin,Nicolino,83.064593301435423,REG,2016
Jorge,De La Rosa,83.0505641454242,REG,2016
Ariel,Pena,83.043478260869563,REG,2016
Marco,Estrada,82.996153846153732,REG,2016
Timothy,Melville,82.990654205607484,REG,2016
David,Paulino,82.976923076923086,REG,2016
Tyler,Clippard,82.9732472324723,REG,2016
Richard,Bleier,82.972602739726042,REG,2016
Matthew,Shoemaker,82.897289041619032,REG,2016
Scott,Diamond,82.888888888888886,REG,2016
Matt,Grace,82.853658536585371,REG,2016
Richard,Parker,82.8092485549133,REG,2016
Robert,Wood,82.80638915779285,REG,2016
Jacob,Peavy,82.784725536992781,REG,2016
Paul,Clemens,82.7842190016103,REG,2016
William,Smith,82.7518573551263,REG,2016
Alexander,Cobb,82.746898263027276,REG,2016
Joel,Peralta,82.718446601941764,REG,2016
Vidal,Nuno,82.698132780083,REG,2016
Yusmeiro,Petit,82.678751258811644,REG,2016
Ryan,O'Rourke,82.673218673218628,REG,2016
Eric,Surkamp,82.666228646517709,REG,2016
Adrian,Sampson,82.612903225806463,REG,2016
Zachary,Davies,82.527464258841178,REG,2016
Adam,Wainwright,82.5242209194694,REG,2016
Dillon,Overton,82.444897959183649,REG,2016
Brian,White,82.411764705882348,REG,2016
Anibal,Sanchez,82.405918889294853,REG,2016
Robert,Whalen,82.360169491525411,REG,2016
Daniel,Straily,82.315607300188688,REG,2016
Michael,Blazek,82.303695150115516,REG,2016
Fernando,Abad,82.286608260325366,REG,2016
Huston,Street,82.28329297820828,REG,2016
Robert,Erlin,82.268292682926813,REG,2016
Kyle,Hendricks,82.25092748735257,REG,2016
Evan,Scribner,82.239583333333343,REG,2016
Craig,Breslow,82.168181818181822,REG,2016
Kyle,Ryan,82.095936794582371,REG,2016
Michael,Kirkman,82.093023255813947,REG,2016
Sean,O'Sullivan,82.088709677419374,REG,2016
Collin,McHugh,82.052008720024972,REG,2016
Jon,Moscot,82.020642201834889,REG,2016
Daniel,Stumpf,82.01869158878506,REG,2016
Andrew,Albers,82.003021148036268,REG,2016
Harold,Coleman,81.988004362050148,REG,2016
Carlos,Villanueva,81.978671041837529,REG,2016
Alex,Leon,81.9591836734694,REG,2016
Carlos,Nolasco,81.937480656143563,REG,2016
Roberto,Hernandez,81.933701657458542,REG,2016
Jeremy,Hellickson,81.917763157894811,REG,2016
Jake,Buchanan,81.860465116279073,REG,2016
Dean,Kiekhefer,81.852861035422336,REG,2016
Michael,Fiers,81.847285464098235,REG,2016
Joshua,Smith,81.844669117647086,REG,2016
Jacob,Esch,81.802690582959656,REG,2016
Christopher,Young,81.779377880184256,REG,2016
Hisashi,Iwakuma,81.751312335957891,REG,2016
Adam,Morgan,81.715618860510816,REG,2016
Douglas,Fister,81.69765166340521,REG,2016
Kevin,Quackenbush,81.687262357414525,REG,2016
Tomaso,Milone,81.664274322169,REG,2016
Franklin,Morales,81.600000000000009,REG,2016
Kenta,Maeda,81.588963210702488,REG,2016
Donnie,Hart,81.575091575091562,REG,2016
Christopher,Smith,81.520270270270245,REG,2016
Patrick,Schuster,81.486363636363635,REG,2016
Daniel,Wright,81.4797687861272,REG,2016
Timothy,Lincecum,81.461818181818145,REG,2016
Chad,Girodo,81.391891891891873,REG,2016
Brett,Oberholtzer,81.339075959279612,REG,2016
Ryan,Flaherty,81.3157894736842,REG,2016
Luis,Avilan,81.315634218289077,REG,2016
Jerry,Blevins,81.309459459459447,REG,2016
Michael,Bolsinger,81.307531380753147,REG,2016
Cody,Martin,81.26213592233006,REG,2016
Nicholas,Tropeano,81.234972677595636,REG,2016
Thomas,Layne,81.2305593451569,REG,2016
Darren,O'Day,81.224452554744559,REG,2016
Matthew,Reynolds,81.203125,REG,2016
Nicholas,Tepesch,81.191176470588246,REG,2016
John,Danks,81.180451127819566,REG,2016
Koji,Uehara,81.1010230179028,REG,2016
Taylor,Jungmann,81.035381750465532,REG,2016
Abel,De Los Santos,81.01709401709401,REG,2016
Sean,Gilmartin,80.945859872611464,REG,2016
Miguel,Montero,80.9032258064516,REG,2016
Cesar,Ramos,80.864999999999952,REG,2016
Jonathan,Aro,80.72727272727272,REG,2016
Jerad,Eickhoff,80.725305738476081,REG,2016
Javier,Lopez,80.711111111111109,REG,2016
Kyle,Crockett,80.692567567567565,REG,2016
Jayson,Aquino,80.515151515151516,REG,2016
Tyler,Ladendorf,80.500000000000014,REG,2016
Aaron,Nola,80.409090909090963,REG,2016
Wade,LeBlanc,80.25411522633749,REG,2016
Tyler,Olson,80.224489795918359,REG,2016
Arthur,Griffin,80.122169811320845,REG,2016
Kyle,Lohse,80.116751269035561,REG,2016
Cody,Ege,80.014285714285691,REG,2016
Joshua,Collmenter,79.891930835734868,REG,2016
Blaine,Hardy,79.852813852813853,REG,2016
Richard,Hill,79.827199999999991,REG,2016
Joseph,Smith,79.8080924855491,REG,2016
Jason,Vargas,79.77209302325582,REG,2016
Christopher,Capuano,79.763557483731049,REG,2016
Layne,Somsen,79.6774193548387,REG,2016
Robert,Scott,79.429999999999993,REG,2016
Joshua,Tomlin,79.4294456443485,REG,2016
James,Howell,79.122404371584679,REG,2016
Henry,Owens,78.977220956719847,REG,2016
Brad,Ziegler,78.930769230769158,REG,2016
John,Lamb,78.6150971599401,REG,2016
Christopher,Heston,78.2300884955752,REG,2016
Patrick,Venditte,78.05651105651107,REG,2016
Erik,Kratz,77.97727272727272,REG,2016
Joseph,Mantiply,77.971014492753639,REG,2016
Michael,Morin,77.900224215246638,REG,2016
Curtis,Partch,77.214285714285708,REG,2016
Luis,Sardinas,77.125,REG,2016
Taylor,Motter,77.0,REG,2016
Ryan,Goins,76.933333333333337,REG,2016
Alexander,Claudio,76.768187422934616,REG,2016
David,Hale,76.462962962962962,REG,2016
Sergio,Romo,75.920570264765828,REG,2016
Brent,Suter,75.740540540540536,REG,2016
Benjamin,Rowen,74.967741935483858,REG,2016
Jered,Weaver,74.2025230139789,REG,2016
Robert,Dickey,74.0341549295775,REG,2016
Steven,Wright,72.390965732087281,REG,2016
John,Holaday,71.166666666666657,REG,2016
Christopher,Gimenez,70.837209302325562,REG,2016
Eduardo,Gamboa,69.206751054852319,REG,2016
Tyler,Holt,65.0,REG,2016
Jared,Hoying,61.071428571428569,REG,2016
Ryan,LaMarre,25.333333333333336,REG,2016
,,0.0,REG,2016
